Word,Summed Score
mistress,0.004701067122843752
society,0.00470053859494666
cases,0.00466840692306298
upstairs,0.004666832111477933
recently,0.00460632996881292
type,0.004605199392889571
naturally,0.004582402262416805
opera,0.00457385606534727
bosom,0.0045705789262926715
joan,0.004553534484143703
cousin,0.004534840062308482
spite,0.004533155683820526
boredom,0.004514176340009453
water,0.004492196311191977
aunts,0.004490135754454096
flower,0.004488716380240783
strangely,0.004486013526476301
bag,0.004482682622117936
proportion,0.004481664499287069
lived,0.004475017724284359
daddy,0.004465192476150452
cream,0.004412814908715989
getting,0.0043930633643462745
jealous,0.004389534234366021
perhaps,0.004368666937366311
voice,0.004353797367886793
somehow,0.004345452419774089
cry,0.004337363945112454
course,0.00432986269613661
birth,0.004323325655068347
usually,0.004320851770386508
grandmother,0.00428345745749174
fact,0.004259861010655173
seem,0.0042593768368669495
couple,0.004255802973910278
curtains,0.004240432190242012
but,0.0042399689841145765
coarse,0.00421116431116318
fair,0.004185526951971797
nurses,0.004181540923749694
goose,0.004181277946828789
imagine,0.004179139644078492
candy,0.0041510051889413705
hardly,0.004150289457726955
rooms,0.004149036900388162
gay,0.004148340889647569
telephone,0.00413712431305594
notice,0.0041318132619599345
outgrown,0.004129570752742465
bath,0.004113350221781602
fun,0.004077586714504656
exquisitely,0.004063971257197632
grace,0.004052051674546251
schoolgirl,0.004048444452651336
ones,0.004040502212734999
husbands,0.004033743163938842
delight,0.004025818632785263
garden,0.0040184061193403375
veil,0.004016469700596108
washed,0.004002099027276169
letter,0.003988092574920002
sunlight,0.0039824780801281275
phone,0.003979386229435081
coat,0.003969966828667051
milk,0.003945672249657892
brilliant,0.003923573618885306
upset,0.003894966458213041
anyway,0.0038799886324076705
fingers,0.0038553892286952245
sylvia,0.003844574017586733
schoolteacher,0.003841230543485259
guests,0.0038216133182566872
soft,0.003814766831369944
supper,0.0038105171605843503
breast,0.003785467773301669
ellen,0.003732015241334025
cooking,0.0037034520861275863
colors,0.0037008197447791673
jessie,0.0036878873238386043
shelly,0.003661207009327633
yellow,0.0036583005709663096
sisters,0.003643393656006205
coffee,0.0036230264778470567
pair,0.0036193726038480484
extremely,0.003605451073089997
dancing,0.003597556356753911
disease,0.00359666781234965
singing,0.0035916724530547896
vicky,0.0035868105041409535
kind,0.003572277717605803
paint,0.0035687796151670126
parties,0.00355867287544644
classes,0.0035493032894774934
magazine,0.0035490852493169356
friendships,0.0035479627131925393
incredibly,0.003543981842622334
slept,0.0035418502068069856
feelings,0.003532850737501639
la,0.003525801408393849
suppose,0.003516749753531896
tiny,0.0035045028144787983
fat,0.0034937659603778847
grown,0.0034933969345881163
dishes,0.0034924435729038767
solution,0.0034740736515628244
letters,0.0034706392810054036
doctors,0.0034556553823981507
sighed,0.003433005493108197
actually,0.003423301718108953
shade,0.0034209906786247593
virginia,0.0034147784270684824
happily,0.0034128073889336977
dish,0.0034086233356934205
laughter,0.0034011988738941418
carl,0.003400513675975401
whenever,0.003398146590435115
sleep,0.003395262519445573
stage,0.003385849114147914
pleasant,0.0033827618769704795
childlike,0.00337148335508397
tragic,0.003360738634925232
maybe,0.003354725880198413
sings,0.003348066323936596
months,0.0033411924823411915
miranda,0.0033117829309567337
parent,0.0032995252873660097
nights,0.0032892075741895828
particularly,0.003287552076640257
characters,0.0032765324939985113
emotional,0.003275762829675434
bernadette,0.0032743381041929116
fashion,0.003270771533410171
wore,0.003248811941109761
norma,0.003245303075459999
dolly,0.0032167353554783196
matron,0.0032163540372320254
elders,0.003202501669896583
tour,0.0032003754118339334
forehead,0.003197908159530144
patient,0.003195421988780172
elena,0.003182361372838473
vanity,0.0031751713085659203
green,0.0031725813357878887
behavior,0.0031498222291511373
sad,0.003144624389575821
everyone,0.003142101536164801
countess,0.003141974413954202
florence,0.003133949069899475
brilliantly,0.00313345339094404
transparent,0.0031299778397643817
delicate,0.003125576356708177
alumni,0.003123107988011652
julie,0.003101844112317961
brian,0.00310006552092071
soup,0.0030973363900742784
exactly,0.003088597589728115
visit,0.0030782727429110967
newer,0.00307373209378243
goldie,0.003071076558117553
though,0.003068303640814435
dressed,0.0030614336782591486
sara,0.0030541150487170972
kitty,0.0030516097841198834
embarrassed,0.0030472104997634883
bit,0.00304399620943703
cute,0.003037706716989619
upper,0.0030360915371965796
sophie,0.003031717111164768
europe,0.003028583037579293
ruth,0.003028229163788783
childish,0.0030222322067170924
neurotic,0.003021911727566424
manners,0.0030008695914562106
golf,0.0029839445849849347
public,0.0029755181709141564
colleges,0.0029578774944466753
ray,0.002956835562855257
raped,0.002956660283609647
house,0.0029540553569872225
cancer,0.002949327984482249
shock,0.002945581955165736
emotionally,0.0029423629776063106
ellie,0.0029315183973763178
hive,0.002929989699843551
subnormal,0.002920818640313896
vegetable,0.0029173070025176637
tender,0.0029143743889734645
elsa,0.0028967333796126064
blue,0.0028698645897396852
bride,0.002850499649225283
nations,0.002847132036502266
eyebrows,0.0028469111774329803
piano,0.002844965113056381
design,0.00283979618532185
creature,0.0028350670993527675
homes,0.002799628933953925
artists,0.002795294438768072
larger,0.0027874421911703627
is,0.00278368165868281
superfluous,0.0027823467892497964
kisses,0.002776231181206448
percentage,0.002775706337656383
fashionable,0.002770638093258772
are,0.0027673266682886237
ada,0.0027556289192614846
sleeping,0.0027523412230579976
blouse,0.0027494454476933716
conversation,0.002733059196576107
whore,0.0027314241527947427
widow,0.002730006468141187
maud,0.0027296008595346453
front,0.0027238690732381042
handsome,0.002708821628445851
lil,0.0027011231219294042
diet,0.002697952299135697
naive,0.0026973219955883656
barbaric,0.0026945037271436123
loving,0.002690323673122718
downstairs,0.0026857135459214176
wrapped,0.002679309678062286
pretending,0.0026762451597647677
winter,0.0026693592660252063
egg,0.0026548452384250725
empress,0.0026524127259708345
frightfully,0.0026451244049369707
refined,0.0026296404195040547
daniels,0.0026292912164959303
gave,0.0026278307294397376
kissing,0.002627032736342016
dreary,0.002624602598837421
liver,0.00262362949110538
glance,0.0026234580286119656
lunch,0.0026201835384439633
single,0.0026172941075505627
janet,0.0026146885031073067
teachers,0.0026114406867348006
presents,0.002610423117245857
limp,0.00260838188882255
gently,0.00260509481933247
blond,0.002600667616417498
relatives,0.0025957336079274218
hallway,0.0025954357660556114
doorway,0.0025932467801619377
hearts,0.0025877407594017284
leo,0.00256952138576617
apron,0.0025539785132610874
christine,0.0025529111617488194
stairs,0.002550519432069632
unmarried,0.002547571929835818
rosy,0.002543046107492104
carriage,0.0025409833618089107
lathrop,0.002535819818653603
perfume,0.0025336393025727553
cool,0.00253120336944866
feature,0.0025309197073839895
France,0.002529194346419633
chinese,0.002516054183257174
wondered,0.002512224188220194
passengers,0.0025104370643512543
especially,0.002494201758230994
cared,0.0024926143213637227
tendency,0.0024886512630492284
case,0.002487640996378351
market,0.002486045726190581
harlem,0.0024853075392978325
bus,0.0024821379286731294
relationship,0.002479619157538396
food,0.0024619709483523124
romance,0.0024609281905558526
soprano,0.0024564221625715545
juice,0.00245073442596407
staying,0.0024436292286374385
rose,0.0024397792587257288
affection,0.002436688008676711
barbara,0.0024362543868802727
natural,0.002435668705554816
nicholas,0.0024306034946466317
teresa,0.002422720855796085
buttons,0.0024217588334405358
somewhere,0.0024164602013093594
families,0.0024159997784598403
avenue,0.0024089115036356706
persons,0.002389894969058774
adolescent,0.0023893091041004215
shocked,0.0023882206036169923
either,0.0023877821187421153
joy,0.0023853611452403084
towel,0.0023752113752779844
buying,0.002374839167970006
elegant,0.002373496978360247
worry,0.002368781021845682
dad,0.002366885988093448
gaudy,0.0023587484820083724
erica,0.0023547683052868203
grownups,0.002352844566576003
fowler,0.002341614615213863
sandwiches,0.002341495502786072
emotions,0.0023409621004361514
desirable,0.0023349791481179325
irene,0.002314361755889998
hysterical,0.0023043566090146005
marriages,0.002302782532322756
amy,0.002300273760291195
pet,0.002296638172057068
sugar,0.00229494463865677
pity,0.0022928882165844
katrine,0.002292743209794436
painted,0.002289791233668328
mel,0.0022821417454126003
sue,0.0022816084503809834
silk,0.0022719086361052015
pillow,0.0022716684976608536
note,0.0022682171372080985
readers,0.0022678095535265995
flushed,0.0022632458503167147
department,0.002261521878360335
inviting,0.0022576165837512965
moment,0.002250949384694166
large,0.0022489923730331833
aged,0.0022405133307727577
hollywood,0.0022148259080780183
song,0.0022137522450558734
groceries,0.002206992159299903
different,0.002204868142719606
obviously,0.0022012670902852647
sidewalk,0.002200869398874044
patterns,0.002197325472385173
games,0.002195003342216773
bored,0.00219037690292886
shoulders,0.002177793106751114
contrast,0.0021760177604538467
rosie,0.002175991465468192
tone,0.0021747327796068023
kate,0.002172840493934238
lipstick,0.0021634992804056377
lamb,0.002158353712784843
costumes,0.0021564634733518624
dodge,0.0021493110867583693
hips,0.0021476305588082937
christmas,0.0021422477461660178
porch,0.0021272971521392675
altogether,0.0021232707689264165
neglect,0.002121615917204164
chicken,0.002119873676770906
ran,0.0021185967347259515
japanese,0.002117066437348124
bonnie,0.0021116190568705165
both,0.002110850930193588
terry,0.0021040975584073088
awake,0.0021040695751075957
heroine,0.002100555063338075
lap,0.002100141754671653
sands,0.0020903912911855727
packing,0.0020896329598926885
nancy,0.00208155678396084
wash,0.0020806433783156874
whispered,0.0020779051538939814
housewife,0.0020746829836732475
occur,0.0020684536031990567
comfort,0.0020680516824020823
cynthia,0.002066968877148858
betsy,0.00206495586831576
absurd,0.002057956369896625
fitch,0.0020579074347613453
lives,0.0020563493778399974
flattering,0.002055472222136241
betty,0.0020552700550439244
once,0.0020536918503136986
typical,0.0020390888889061575
pine,0.0020358587747341577
kelly,0.0020340661045989148
Poland,0.0020317064771676486
woke,0.0020313341574100265
warmth,0.0020231636480751106
cake,0.0020197891743937023
maureen,0.0020175458565617
glamour,0.0020166282462794408
noel,0.0020161314879390186
cocktail,0.0020159485609979465
walking,0.002006119404161623
fancy,0.0020008512059437227
cat,0.001999469103104384
chickens,0.0019902516419839297
servants,0.001989603943618685
board,0.0019879423248243613
physically,0.0019809186174740965
costume,0.001980893928204421
perfect,0.0019787407656697816
vanished,0.001978736162263086
stockings,0.0019761153962436595
cars,0.001970288953168855
cooked,0.0019634756005724383
seamus,0.001962072536822468
difficult,0.001960048663626788
low,0.001959279345876333
passion,0.001956807332432808
date,0.001952067002975685
association,0.0019513730494123743
disgusting,0.0019510081855718324
laura,0.0019475144562786425
oranges,0.0019456230824859734
monica,0.0019451137377576105
smooth,0.0019445699009687327
conventional,0.0019411318123209176
waist,0.0019362437671923672
untidy,0.001935694246660604
minutes,0.0019270821572198531
peggy,0.0019145761884700073
lessons,0.0019117722648975442
complexion,0.0019069646929102105
blanket,0.0019046638357391333
migraines,0.0019017232535836859
elms,0.0018989831016893663
curiosity,0.001895129793947282
teased,0.0018944557941741103
smelled,0.001893961657439491
manhattan,0.0018911489898012525
holiday,0.0018901122766530561
plastic,0.0018858423370111642
films,0.0018831480240986656
lip,0.0018830963008072143
students,0.0018792874416228129
serene,0.0018775064561019402
headache,0.0018768929297989412
suitable,0.001871637134250472
feminists,0.001870442499494679
caddie,0.0018672353020341064
communist,0.0018648003672764584
sounds,0.0018642052023865412
interview,0.0018640360623723101
instant,0.0018626442344709417
governess,0.0018602364564439555
serious,0.0018589597555339844
jessica,0.001858131532747668
orgasm,0.0018517485838792133
frances,0.00185014978732419
stephanie,0.001849514904724052
stayed,0.0018449192407069153
dubin,0.001833884062144526
loan,0.0018319450242870491
chapin,0.0018308803830006336
amused,0.0018284499097387052
older,0.0018269565517843713
emily,0.0018265646559446165
ill,0.001822002274528597
myrtle,0.0018181290935800635
caroline,0.0018071143785256983
kimonos,0.0018068386497369516
lillian,0.001802866442319387
florrie,0.0018022284440963828
constraint,0.0018022261853858513
p,0.00180216794960589
brim,0.0017998600985757469
naked,0.0017987572621995151
danced,0.0017960111453490188
stay,0.0017953237677406895
negro,0.0017929872737257736
virginal,0.0017913942358623912
quickly,0.0017898550281945605
movie,0.0017866283914838126
certainly,0.0017846007790378743
eleanor,0.0017812533550433064
pigtails,0.0017794278637235012
suburban,0.0017791758104623366
pictures,0.0017772511795397137
lovemaking,0.0017768461652034923
deficient,0.0017738591204439094
doors,0.0017732577149763428
problem,0.0017731424631409675
receptionist,0.0017682262784464722
famed,0.0017677469427484628
bulb,0.0017649634194104504
companionship,0.0017643693032889252
apples,0.001763075051498797
cheerful,0.0017595708246451545
dreadful,0.0017585704933517844
roles,0.0017572545627478398
somewhat,0.0017539533483973398
household,0.001753034103966686
simple,0.001751073271310134
unhappiness,0.0017504204514038326
pets,0.0017464333136014945
coloring,0.0017454988120886585
schools,0.001745496758600379
environment,0.0017452249577819398
sleeps,0.0017447128489698688
suits,0.0017396739222884999
dismally,0.0017298375976837273
relations,0.0017283376387046802
fruit,0.0017246336529042172
strange,0.0017232673541038965
hedy,0.0017220769360474868
francesca,0.001717849262747748
delighted,0.001711778409237652
covers,0.0017115519775898758
dolls,0.0017099767867696705
magazines,0.0017059167905578558
flickered,0.0017024893321531663
musical,0.0017015861447548146
ribbons,0.0017012444821259457
vacation,0.0016995038627778854
birthday,0.0016950270363048174
music,0.0016945615443934975
laundry,0.0016901911501621988
rights,0.0016864850427936867
landlady,0.0016863553676221314
lawn,0.0016854966608162432
periods,0.0016853353183535272
brushing,0.0016845279170821775
soda,0.0016833314382043013
boyfriend,0.0016740246015285952
shocking,0.0016728601110996822
nervous,0.0016728362314191462
treatment,0.0016727027007156733
dee,0.0016716307895700555
moods,0.0016707850498806245
texture,0.001665859475216832
interest,0.0016658551228047823
unpleasant,0.0016603030373816595
loretta,0.0016593209304778696
lightly,0.0016576007777331244
maisie,0.0016556920132219004
closet,0.001655326500967363
lily,0.001653460843361713
salad,0.001652728526937643
miserable,0.0016521236976161152
hi,0.0016517371948657454
airs,0.0016492840819039196
gardener,0.0016470578619899856
infants,0.0016402512086557278
anything,0.0016358919292660426
ankle,0.0016354552976973573
enjoyed,0.001634885143191035
illness,0.0016275636921977371
happened,0.0016243820363983478
singularly,0.0016226239064346386
cape,0.0016215708173938994
meetings,0.001619882342250462
gaze,0.0016135108283064162
hot,0.001612992099874764
did,0.0016121053814754202
tact,0.0016093431741599645
lobster,0.0016069404918019425
sensual,0.0016058468445542102
jonathan,0.0016041514699142653
fanny,0.0015995717453288834
jenny,0.0015976127933378555
gorgeous,0.001597282272645415
calm,0.001596252143395642
walpole,0.0015936414654902872
court,0.0015905800364180405
saw,0.0015851507270024437
denise,0.0015819530008821796
cleaner,0.0015785793309691374
phi,0.001576739517350358
myra,0.001575600651259485
novels,0.0015694006161832421
gotten,0.0015693875090768482
attractive,0.001568637208842049
communities,0.0015684856542076955
virgin,0.0015662138993121726
annette,0.0015649230889514952
jersey,0.0015630001149128927
smiles,0.0015616955935176648
trees,0.0015577549593503714
totally,0.0015574763436915042
interested,0.0015542276949065252
gracie,0.0015537251174533653
belle,0.001551335499213959
affairs,0.0015507402400842122
registered,0.001547822619218132
breakfast,0.0015471775636460496
sandwich,0.0015452355176423698
catholic,0.0015430104332553596
humor,0.0015425400039297665
politely,0.0015381029807486643
females,0.001535564996838005
cats,0.0015338649170269845
sentimental,0.001532710405182048
wept,0.0015291272222697134
grade,0.0015266735809391857
cousins,0.0015263682570691535
ridiculous,0.0015263647031261754
elder,0.0015245644212533037
dalton,0.0015239363439278068
random,0.0015208052259927545
giggling,0.0015152264198927913
judy,0.0015141281508320862
weather,0.0015139616871579671
katherine,0.001513225261175141
morbid,0.0015102133798567396
Italy,0.0015072789041091152
idle,0.0015062779101516384
surroundings,0.0015052597515756623
visits,0.0015036154408954202
houses,0.0015028536708641335
negligee,0.001499596421025066
material,0.0014990793857788973
foolish,0.001498329082205118
x,0.0014953102529578022
dreamed,0.0014932990156499512
cress,0.0014920656185242384
iris,0.001490275547670086
jory,0.0014856559675568185
heat,0.0014824330142641118
occurred,0.0014804201237998982
ma,0.0014763801807878008
prettier,0.0014762393030777951
village,0.0014738051515822998
powell,0.0014732791367041247
clean,0.0014702018206983185
amendment,0.001466639718087585
mccormick,0.0014601818928836382
ankles,0.0014572762630123727
proposal,0.0014553834462820898
lingered,0.0014553096614112894
sudden,0.00145527855909047
decorative,0.0014535203350927802
sweetheart,0.0014526437297875776
primly,0.001444564918294645
fan,0.0014442520842371622
intellectual,0.0014435167456621593
laurel,0.0014425332053608333
pathetic,0.001440287842318848
hint,0.0014390226986003751
afford,0.0014390009339958828
wild,0.0014381990175222875
shoes,0.0014379233567622918
comfortable,0.001437182147366595
relief,0.0014351215885529975
marrying,0.001434887814856201
candlelight,0.0014322554953477016
pajamas,0.0014254814938563683
resented,0.0014222944978502566
trivial,0.001421773583923667
stimulus,0.0014201010864070241
healthy,0.0014173560316148143
bowls,0.001415107489989775
severity,0.001410787084956286
linen,0.0014106589641849816
resentful,0.0014080451549731354
virginity,0.0014064038277305803
cup,0.0013990089189612575
wailing,0.0013969947310257386
sew,0.001394727707297019
slight,0.0013946837142255997
hat,0.0013938555637436274
chairs,0.0013928315874086267
odd,0.0013922660611818281
seductive,0.0013912154836091763
naughty,0.0013899066379773133
month,0.0013888961627567275
attitudes,0.001388246664380581
Holland,0.0013871922720500754
somebody,0.0013865175849942378
meals,0.0013850738850519513
barred,0.0013848341566815438
stare,0.0013847644995353442
actress,0.0013845770160325682
pretend,0.0013839773348432406
delicious,0.0013824504075180784
tray,0.0013773274302301911
remembers,0.0013771182187399791
callers,0.0013762288588443782
nails,0.0013724801289093798
nina,0.0013709782797392076
princess,0.0013701805196456348
geneva,0.0013644123602403618
addicted,0.0013620308954587182
accident,0.0013612386060565449
leigh,0.001360723162321423
nausea,0.0013601860098894994
jennifer,0.001359607075803249
bursting,0.0013582595158662869
directors,0.0013580588401471156
adjectives,0.0013565549745315443
arlene,0.0013544389938038937
gardens,0.0013519249700928377
bennie,0.001351105489909756
psychologists,0.0013474623638255769
neighbor,0.001345767486148185
curls,0.0013452521737548416
sunny,0.0013447238799284334
undressed,0.0013420446807224232
jury,0.0013405686778277858
maturity,0.001340306720640582
overlooked,0.0013402242616289911
ashamed,0.0013383981610992884
papa,0.0013383293444528396
paintings,0.0013366048377748975
ads,0.0013342645012687625
pairs,0.0013336955054338104
immature,0.0013329116575798209
bonnet,0.0013313615857718356
period,0.001328829887186927
sympathetic,0.001327284973985388
neighbors,0.0013257543305103137
cheese,0.0013253786107449254
decorating,0.0013246185222136812
asleep,0.0013237933531805896
bathing,0.0013237247682733161
orange,0.0013231426401768035
lively,0.0013201159617059117
seldom,0.00131907619512854
nora,0.0013190041270090857
regina,0.0013189312744466778
arbor,0.0013177529547601546
generally,0.00131507130266929
exceptionally,0.001313977251482928
sable,0.0013135861226172317
average,0.0013111710385354514
charlie,0.0013037703780364666
actors,0.001302647611442379
dining,0.0013000368216277574
sexuality,0.0012980937836400016
sobbed,0.001296624932226566
contact,0.0012964242359142755
habits,0.001294920735237334
inadequate,0.0012929412972834664
towels,0.0012868757802806388
snow,0.001285968441443995
calf,0.0012845483314709006
windows,0.0012836477708898304
physical,0.0012826135022394824
bicycle,0.0012817092333170504
weekend,0.0012813109899872002
toy,0.001280403494793361
banal,0.0012776104522695384
individuals,0.0012770921762999127
birds,0.0012747630418083397
parker,0.0012742172712068226
shabby,0.0012741640588948486
rouge,0.0012724797346129377
blushed,0.0012701303081345673
millie,0.0012672393317814511
arm,0.0012654236659215869
dark,0.0012646397080449462
niles,0.0012639486078925522
emerald,0.001262830327569972
toilet,0.0012621985082239045
experiences,0.0012617444205016053
delicately,0.0012595379492143443
harvey,0.0012593315276275183
screamed,0.0012590569099560354
playmates,0.001258931463308662
colored,0.0012580084490736638
tart,0.0012574761312429596
attention,0.0012569784985963291
ginny,0.0012568385997319804
anonymous,0.0012563996241735807
obvious,0.001256017254689781
cindy,0.0012558304021416389
frocks,0.0012549320120427694
tragedy,0.001254182372136199
gertrude,0.0012541779196963724
liquid,0.0012537904251495584
tiresome,0.00124823065411224
sharon,0.0012465758378642313
tasks,0.001246417916838554
grief,0.0012462369600543632
bridegroom,0.0012462270274163855
lighting,0.0012449512285444958
psychology,0.0012440971157879047
features,0.0012437152553901295
franny,0.0012416968411979707
catherine,0.0012414140143072224
gesture,0.0012403588679027007
circumstances,0.0012297363228214947
extravagantly,0.0012291102463284757
casual,0.0012286916135083171
vaughtie,0.0012261818266355428
eats,0.0012259383412013113
births,0.001225932102356047
Japan,0.0012249423119901524
tight,0.0012248743930802347
neighborhood,0.0012235686404352573
variety,0.001221681036065936
park,0.001219963819092439
fry,0.001219290319997838
distracted,0.0012179581427198224
pam,0.0012165282360294017
finally,0.0012152670904443958
groups,0.0012130411203231046
numerous,0.0012127365984145745
stories,0.0012035854288562037
quaint,0.0012028036018135436
gentle,0.001202363840782921
rich,0.0012008381103427819
gifted,0.001197952931538143
ruby,0.0011960735620892527
downtown,0.001194781178203271
sheets,0.0011927527495666813
peas,0.0011920609068926408
hysterics,0.0011910203925205197
performance,0.0011902748894046424
horror,0.0011899947734101634
afterward,0.0011899797337706617
strain,0.0011899164667091358
startled,0.0011894608431819937
annoying,0.0011885053464397964
pelagie,0.0011880468001683616
dot,0.0011879650786102147
symptoms,0.0011868405565457893
ferguson,0.0011867983848439117
elsewhere,0.001186444901473079
unlikely,0.0011845634704241688
week,0.0011840276758513099
selfish,0.0011829083318521203
styles,0.0011802710716013408
tv,0.0011793690811444345
facial,0.0011788014923196002
elinor,0.001177661932526259
mist,0.0011774504438041276
