Word,Frequency,Original Loading,Transformed Loading
i,0.01969512195121944,-0.27352605897487237,-0.09829115184863431
what,0.0034756097560975107,-0.32048072608221606,-0.16634902439124763
and,0.0034756097560975107,-0.4905299392700515,-0.37633640245347
we,0.004634146341463409,-0.878415119924074,-0.7444265199036042
beasts,0.001158536585365805,0.21297531823143645,-0.11957850972836939
place,0.0023170731707317046,-0.1494635311329604,0.015832019003108082
real,0.001158536585365805,-0.14439429602804282,-0.27971240055323954
they,0.005792682926829217,-0.5765187779495268,-0.5213241609642936
would,0.00810975609756092,-0.4864032386397491,-0.26776406981883427
least,0.001158536585365805,0.10452514465289897,0.19151078098704186
others,0.001158536585365805,-0.46232558246707767,-0.510085478165626
perfect,0.001158536585365805,1.0264845992972735,0.5125977973714342
true,0.001158536585365805,-0.022037248396799387,-0.3004068533793973
fool,0.001158536585365805,0.04108128164510186,-0.22328120619781502
come,0.001158536585365805,-0.317764494019881,-0.11619445333106675
ways,0.001158536585365805,-0.16816169028443193,-0.24167162567623596
ever,0.001158536585365805,0.019625514441067318,-0.01558668244129795
yet,0.001158536585365805,0.002667960906722981,0.0035523329470640657
ass,0.001158536585365805,-0.7697395197414568,-1.4633508428343267
tell,0.0023170731707317046,0.25273477385516435,0.1538186889832209
better,0.001158536585365805,-0.022501922847693152,-0.1128726010130801
think,0.004634146341463409,0.021355306392511923,-0.43733750132845833
can,0.001158536585365805,0.024593527063877043,-0.1602880764278662
way,0.001158536585365805,-0.1911094259261555,-0.28510355765820694
of,0.0023170731707317046,-0.12462024861320362,0.09100047676671874
the,0.00810975609756092,-1.4686397385657979,-0.5011187596540203
dog,0.0023170731707317046,0.2895718260530017,0.18954696566218482
if,0.0023170731707317046,-0.2554287372575421,0.11442064772457303
open,0.0023170731707317046,-0.11879617523539983,-0.3980692457520102
mouth,0.001158536585365805,0.5434964506354262,0.07617058389591753
could,0.005792682926829217,-0.3529063536385712,-0.2594249608118163
woman,0.005792682926829217,4.0294409273201355,3.600976716929707
another,0.0034756097560975107,-0.34371530751363844,-0.32755307622862384
man,0.005792682926829217,-2.584078623931352,-2.43238119398049
though,0.004634146341463409,0.4425804419065069,0.011282688684729768
believe,0.0023170731707317046,-0.8163167790628512,-0.7641518816283994
try,0.0023170731707317046,0.021486842976919066,-0.08696342845884994
young,0.001158536585365805,1.138213134608615,0.95314834847869
she,0.0023170731707317046,4.381022224467188,3.420155184062808
without,0.001158536585365805,0.23677140048252157,0.4312218589421567
forms,0.001158536585365805,-0.506161568243131,-0.5388268332699341
he,0.004634146341463409,-2.2729463544811406,-2.034051578487476
clarence,0.001158536585365805,-0.4662234845597831,-0.417966859242538
started,0.001158536585365805,0.11810294254236928,0.11378602356245446
it,0.006951219512195114,-0.21842484216145763,0.171024294018721
well,0.004634146341463409,-0.18233894225885192,-0.21757802788497838
must,0.0034756097560975107,0.02073083804965042,0.07687900493473329
part,0.001158536585365805,0.0019275120536958567,0.19161588101817953
world,0.001158536585365805,-0.5255439272722906,-0.3474273324508319
natural,0.001158536585365805,0.3933924695852956,0.15255374213929399
far,0.0034756097560975107,-0.10481763851804546,-0.004129852812290846
less,0.001158536585365805,0.010302418189723536,0.02772991716977785
one,0.009268292682926818,-0.6239449671515607,-0.3056271316622368
away,0.001158536585365805,0.05063272740341829,0.008356599535369871
men,0.0023170731707317046,-2.5012498033592268,-2.483925538280059
whose,0.001158536585365805,0.222698340228688,0.25124486962236753
my,0.0023170731707317046,0.009980727971107693,-0.6281949967197977
got,0.0023170731707317046,-0.45576447952680954,-0.670926610375507
