Word,Frequency,Original Loading,Transformed Loading
i,0.03166666666666665,0.5182859631774566,0.4043123070084798
what,0.001900000000000001,-0.020341737783417236,-0.14739965603618035
and,0.004433333333333268,0.03495011454743788,0.07608107812559713
made,0.0006333333333332701,-0.3418008097632221,-0.345319606805797
shall,0.0006333333333332701,-0.3478826448430849,-0.35146119744641136
to,0.0006333333333332701,-0.3667911455608074,-0.3413346142793242
we,0.001900000000000001,-0.39905324132364794,-0.33407559710604134
takes,0.0006333333333332701,0.03618923996656043,-0.23392472767258948
place,0.001900000000000001,-0.05898613027572216,-0.14846588935044996
real,0.0006333333333332701,0.07802574014270124,-0.06568326467625947
they,0.0006333333333332701,-0.09554914807563682,0.14134909483202873
would,0.00633333333333327,-0.38960326504551157,-0.030122052804412845
exactly,0.0006333333333332701,0.6987494851260206,0.37027541291741456
least,0.0006333333333332701,-0.09120884165929752,0.0640317333217322
hands,0.0006333333333332701,-0.07372901243064636,0.024614556753027005
a,0.0012666666666666351,-0.192082381143443,0.15194772532604378
true,0.001900000000000001,-0.40145968260683745,-0.7303634294463607
fool,0.0006333333333332701,-1.0184454753537753,-1.2775367191597002
come,0.001900000000000001,0.12155661906231682,-0.12620475194412764
yet,0.0006333333333332701,-0.6893433279744815,-0.5732555795197544
sometimes,0.0006333333333332701,0.5015618870199845,0.1657630365443033
tell,0.0006333333333332701,0.3616683836311467,-0.04977108083944233
better,0.0006333333333332701,-0.06454239056296537,-0.27724648979058075
is,0.001900000000000001,0.24480006715955507,-0.018825082138571814
think,0.0025333333333332703,0.30121824155143984,0.08770818991234439
makes,0.0012666666666666351,0.0681861694931791,-0.2383296545767982
can,0.0006333333333332701,0.06120975406505227,-0.371661525222468
stop,0.0006333333333332701,-0.32629006840339675,-0.4741171292065622
way,0.003166666666666635,-0.2913809464385183,-0.41734182711288936
light,0.001900000000000001,0.19961009430440793,0.00765983435853794
of,0.0006333333333332701,-0.08211542545625969,-0.2189163551200754
the,0.008866666666666637,-0.7721462313783113,0.13661477396289917
happen,0.0006333333333332701,-0.10886144003878703,-0.24669513875830867
if,0.001900000000000001,-0.13847013423988047,0.13020643526474038
open,0.001900000000000001,-0.10125454030942922,-0.2539613020476708
mouth,0.0012666666666666351,0.849327189687696,0.5992015865240903
beat,0.0006333333333332701,-1.3278873724629345,-1.382323239491249
could,0.00823333333333327,-0.39258463640421065,-0.5407693400760625
woman,0.0012666666666666351,4.779565961016528,4.084316810894583
man,0.005066666666666635,-2.190703973065421,-1.954666950341018
try,0.0012666666666666351,-0.26037635448399443,-0.6303772252178448
see,0.0025333333333332703,0.19946579867268507,0.07188235922341404
young,0.0025333333333332703,1.2442527143162059,0.6925249258631454
she,0.001900000000000001,4.956473631169958,4.335701635408787
without,0.0025333333333332703,-0.1840841182966378,-0.07682171976706444
saying,0.0006333333333332701,-0.038662886695728996,-0.34214245401410953
wondered,0.0006333333333332701,0.518975057433235,-0.018808449427868062
unnecessary,0.0006333333333332701,-0.9757957720745732,-1.1152931150966496
he,0.00633333333333327,-1.6248277843873489,-1.0534512382958678
leave,0.0006333333333332701,0.30476295874041204,-0.059339833956168556
