Word,Frequency,Original Loading,Transformed Loading
i,0.036538461538461485,0.7823374381361166,1.8577979185149691
what,0.0022836538461537955,0.13137966601247353,-0.3068747630309676
and,0.005937500000000002,0.1730215943906486,-0.20766401463519707
sir,0.0004567307692307398,-1.9681144462016227,-1.834641810282514
made,0.0018269230769230548,-0.13960443424366453,-0.5322114505675012
case,0.0009134615384614796,0.13010475124644852,0.17111850294721173
fools,0.0004567307692307398,-1.2015782418803351,-1.3805380673601226
to,0.0009134615384614796,0.05888943330081935,-0.19421808178651245
we,0.003197115384615371,0.25553446866570173,0.21714441285583996
yes,0.0009134615384614796,0.2819084791846126,-0.3724417944767384
writer,0.0004567307692307398,-0.11651609740274134,-0.02602077940200708
great,0.0009134615384614796,-1.3256012815245508,-1.0092616239906524
quarrel,0.0004567307692307398,-0.7956860608990673,-1.1577773072944553
takes,0.0004567307692307398,0.2462227243710527,-0.2926919167753407
place,0.0013701923076922203,-0.06951711811256285,-0.583976061071632
real,0.0004567307692307398,0.10593055276503553,-0.09331456061426241
charges,0.0004567307692307398,-0.9541568386743975,-0.5172043860497479
they,0.005024038461538427,0.3288793790531947,0.04252139204499848
would,0.007307692307692219,-0.07982774292951667,-0.19101732442814856
exactly,0.0004567307692307398,0.499172250104959,0.2514494026714442
least,0.0004567307692307398,0.1166695269917141,0.2175727057165441
others,0.0009134615384614796,-0.616170951024771,-0.6295857579021791
hands,0.0004567307692307398,0.1932584445469779,-0.13194889056506953
a,0.0036538461538461096,0.03719988316283137,-0.39452645795082925
dreaming,0.0004567307692307398,0.7757996526301443,-0.05327083710735945
come,0.0009134615384614796,-0.3016194028880684,-1.1331808803470387
thus,0.0009134615384614796,-0.7563098539108737,-0.4686585687357459
ever,0.0004567307692307398,0.21986121254843316,-0.11370306369676822
yet,0.0004567307692307398,-0.15217197202699503,-0.3355430759592342
sometimes,0.0009134615384614796,0.013422039477695985,-0.4573729395519467
hard,0.0009134615384614796,-0.178499455391776,-0.41729435153343364
tell,0.0027403846153845344,-0.1618436357934539,-0.7529542148183639
better,0.0018269230769230548,-0.5336686198888534,-0.6526114068497928
is,0.0009134615384614796,0.19051657352135315,-0.12869503985922665
think,0.0027403846153845344,0.28396056447435214,-0.16935746716582797
god,0.0022836538461537955,-1.2492648257840244,-0.8600285569878194
makes,0.0013701923076922203,-0.3129625967371313,-0.7314950218045938
can,0.0004567307692307398,-0.0439740388459038,-0.6895586508895684
stop,0.0004567307692307398,0.3663495605521647,0.008096846161829725
way,0.0022836538461537955,-0.27494912704037977,-0.7081651874136294
ride,0.0004567307692307398,-0.5839404214796702,-1.082897275071463
poor,0.0004567307692307398,-0.4068955091541249,-0.6099709491958263
the,0.008221153846153793,0.022397106328005293,-0.010285551386995462
its,0.0004567307692307398,0.0377610148124496,0.1617209944316229
dog,0.0009134615384614796,0.07126030391020557,-0.1512419337878096
if,0.0009134615384614796,-0.18945228065217962,-0.2952851856012976
open,0.0013701923076922203,0.568707738329429,0.10208521510701296
mouth,0.0004567307692307398,0.9178448614564525,0.5393318066260545
word,0.0009134615384614796,-0.3258792165859411,-0.40377251181898216
beat,0.0004567307692307398,-0.08133768720473497,-0.6003575134974647
death,0.0009134615384614796,-0.3727446152477148,-0.472784509631248
could,0.0036538461538461096,0.11876608379260167,-0.3448233537546006
another,0.0009134615384614796,0.001229956714769964,0.1242672576562506
man,0.0018269230769230548,-2.8019120065974326,-2.7127996025572556
though,0.0009134615384614796,0.026448911594107595,-0.5338347541968347
lose,0.0004567307692307398,-0.319808078803518,-0.320336472552304
believe,0.0004567307692307398,-0.4796469931915432,-0.9465409176183188
every,0.0009134615384614796,0.21911034538786645,0.13377297334217447
see,0.0022836538461537955,0.23457208956709535,-0.14159059529643064
young,0.0009134615384614796,1.4182535629882778,1.2504589808241855
beautiful,0.0013701923076922203,3.0258895612455676,2.069973676439864
she,0.007307692307692219,5.1880407941682085,4.607039125072815
saying,0.0009134615384614796,-0.5510718334245301,-0.6932258034350725
wondered,0.0004567307692307398,1.163860097549978,0.42370371175249044
business,0.0004567307692307398,0.07015911858881713,-0.005421513705097278
he,0.011418269230769166,-2.007844766901072,-2.094589518994921
already,0.0004567307692307398,-0.11828953759234206,-0.20513638638799975
walked,0.0004567307692307398,0.5551383738173109,-0.34577196384728254
window,0.0009134615384614796,1.2941789765006748,0.4548206102078452
john,0.0004567307692307398,-1.9779793496390667,-1.7295959806421408
leave,0.0004567307692307398,0.2249547307928906,-0.40462141691629283
sun,0.0004567307692307398,0.3335227894297239,-0.09863801992566566
started,0.0004567307692307398,0.08756849820340008,-0.4158861768670009
seat,0.0004567307692307398,-0.0021977612161580896,-0.3409318640570191
it,0.0077644230769230525,0.4431397095821432,0.07623945553660627
well,0.0027403846153845344,-0.7281520977041096,-0.9540226787369684
must,0.0022836538461537955,-0.42837950475585995,-0.46543531440002883
hear,0.0004567307692307398,-0.009814488530146062,-0.49076529794272705
sleep,0.0004567307692307398,1.0532688042141358,0.2512660012899919
world,0.0009134615384614796,-0.8360845837878109,-0.529331695820354
content,0.0004567307692307398,0.34362339627589966,-0.29188867709374333
brought,0.0004567307692307398,-0.3494713302377984,-1.0202344018274048
us,0.0022836538461537955,-0.5442722350698336,-0.4368027078290518
one,0.007307692307692219,-0.2379246375389684,-0.21184787989047038
away,0.0027403846153845344,0.22826406678298916,-0.1342489078709201
use,0.0004567307692307398,-0.43575715316529157,-0.7615091380038019
men,0.0013701923076922203,-1.6706722807770373,-2.0819183992723183
my,0.0009134615384614796,0.8899044774627504,0.4295524135808207
got,0.0018269230769230548,0.42542254177920585,0.20367742559562146
two,0.0009134615384614796,0.014203899973388567,-0.19835641244742636
speak,0.0004567307692307398,-0.17359837046700138,-0.8832141885588543
after,0.0004567307692307398,0.2168571850589016,0.07850978686474808
came,0.0009134615384614796,0.12248357275138158,-0.37019459443841307
no,0.0018269230769230548,-0.20897552711941608,-0.5347756316110628
eat,0.0004567307692307398,0.4977179767084354,-0.2931544193414387
evil,0.0009134615384614796,-1.3953837950477874,-1.089398504077315
possible,0.0004567307692307398,-0.1532638760185755,-0.40436928363511926
age,0.0004567307692307398,1.0076707545599939,0.30636204617897966
reason,0.0013701923076922203,-0.5142571597793129,-0.5512834592314013
truths,0.0004567307692307398,-0.5414458597967401,-0.9142594883148973
became,0.0004567307692307398,-0.5707698956455929,-0.6939285572497894
wall,0.0004567307692307398,-0.36533878978089046,-0.6621944797753418
hope,0.0004567307692307398,-0.2856783474120005,-0.48548833867519925
head,0.0013701923076922203,-0.28568719092882144,-0.6929276660817958
forgive,0.0004567307692307398,-0.4624271979367255,-1.286397037026105
silly,0.0009134615384614796,1.599049397763075,0.868601796730491
child,0.0004567307692307398,2.935795706679202,1.9478280387388902
extremely,0.0004567307692307398,0.4367975698622694,-0.292629815890301
awkward,0.0009134615384614796,0.9765240804784552,0.4081652420281869
might,0.0004567307692307398,-0.13963167770756651,-0.22648121562118795
weary,0.0004567307692307398,-0.4434886874103115,-0.960114906334369
people,0.0027403846153845344,0.2080488066836605,0.2176009315519057
go,0.003197115384615371,-0.1239287507975029,-0.6417885028881133
left,0.0009134615384614796,0.2051920132413593,0.08983314906312682
enough,0.0013701923076922203,-0.31854416036931943,-0.3962747318091428
turn,0.0013701923076922203,-0.003586634362778657,-0.33686836300744794
waste,0.0004567307692307398,-1.1517235148885319,-1.2253013309967726
words,0.0027403846153845344,-0.41060285761288745,-0.6917855621050482
little,0.0013701923076922203,1.0898063415055081,0.7038257097089528
feeling,0.0022836538461537955,0.9235768910414871,0.4185269772187434
breaking,0.0004567307692307398,-0.7913416910237316,-0.5918194722056758
time,0.0036538461538461096,0.13444957122175832,-0.029298066921761436
like,0.007307692307692219,0.43189958129191897,-0.05601126310312775
animals,0.0004567307692307398,0.110051278496517,0.09653812831671338
take,0.0009134615384614796,0.01733340313326038,-0.06305179458526029
beast,0.0004567307692307398,-1.193672449536178,-1.2141631615631385
lives,0.0004567307692307398,0.28530203303591867,0.00721742814898633
all,0.0022836538461537955,0.33935729079300264,-0.07705316350882842
bite,0.0004567307692307398,0.15650186734781338,-0.41093615989839244
seen,0.0009134615384614796,0.662260874086809,0.17370645914882146
even,0.0022836538461537955,-0.013253160719382212,0.22767787586431604
writers,0.0004567307692307398,-0.38181043795553044,-0.2247468196554415
seem,0.0004567307692307398,0.36380219786281465,-0.060244467749392114
know,0.005480769230769162,0.22566461134688914,-0.2276550467401237
so,0.0009134615384614796,0.06632076114477978,-0.1064544438907056
full,0.0004567307692307398,0.14973214382169273,-0.09142657802215928
good,0.0022836538461537955,-0.5174592990325328,-0.5130401562753726
cut,0.0004567307692307398,-0.4023513807462028,-0.7583232741619381
expression,0.0004567307692307398,0.6239678747709734,0.3723273924898666
implies,0.0004567307692307398,-0.7780725655224254,-0.9214843075178264
never,0.0004567307692307398,0.1747621133864874,-0.277762480818447
thought,0.0022836538461537955,0.9689807357821885,0.494764922294708
thing,0.0018269230769230548,-0.010867334361051825,-0.44308819483275225
this,0.0018269230769230548,0.26111128703798275,0.09070151636358229
look,0.0018269230769230548,0.5635923673449847,-0.23895518032576887
question,0.0022836538461537955,-0.18082098937136182,-0.3591728662334486
often,0.0013701923076922203,0.24979907966453974,-0.21643695936235735
ca,0.0018269230769230548,0.3118661285913774,-0.31122296659982673
say,0.003197115384615371,-0.284814387621879,-0.5437404367870304
but,0.003197115384615371,-0.03139095541061902,0.06208186834064753
called,0.0013701923076922203,-0.15714358216823343,-0.512285743165696
dull,0.0004567307692307398,1.2217669694086501,0.7346508711260993
public,0.0004567307692307398,-0.17931143668066338,-0.12012029873371258
give,0.0009134615384614796,-0.39071145589220924,-0.4187412373403164
back,0.005480769230769162,0.5157912237839677,0.4834191788380888
learn,0.0004567307692307398,0.4543380128804221,0.2320556726403745
best,0.0004567307692307398,-0.49971770662460335,-0.6558160094309619
always,0.0018269230769230548,0.5960616221858592,0.19517065390566563
moment,0.0009134615384614796,0.30179736267741275,0.17883054188582506
show,0.0013701923076922203,0.46773317624255933,0.037481923227980565
life,0.0022836538461537955,0.09512823620360122,-0.1038651040124943
things,0.0009134615384614796,0.29897335166669525,-0.22618610299167718
truth,0.0004567307692307398,-1.010308556370349,-1.0555421452217322
old,0.0009134615384614796,-0.5824894682587616,-0.7384130466152375
father,0.0018269230769230548,-1.2905366753504615,-1.9439333666957128
find,0.0013701923076922203,0.1995770777325887,-0.06450979113084572
much,0.0022836538461537955,0.17015190110105535,-0.25982087298275325
difficult,0.0018269230769230548,0.03540425457660227,-0.21537206226951575
make,0.0022836538461537955,-0.33900539382906103,-0.40431839086410504
paul,0.003197115384615371,-0.14405831368112618,-0.1880467226225409
bank,0.0004567307692307398,0.24497802790162324,0.7647027702920178
stood,0.0004567307692307398,0.21011140630737574,-0.19959460814290184
looking,0.0009134615384614796,0.36414413246001387,-0.16016708745101285
seemed,0.0013701923076922203,0.5500308614145436,0.22325131202867846
struggling,0.0004567307692307398,-0.056338600924301804,-0.4939433582707246
keep,0.0004567307692307398,-0.26746688216201814,-0.35514034469452527
apparently,0.0004567307692307398,-0.19722032113790494,-0.1593457736042601
interest,0.0004567307692307398,0.23642731749613605,0.00311801203283268
faces,0.0009134615384614796,0.27496264110518953,-0.2224831443053315
idle,0.0004567307692307398,0.16615227321168596,-0.3487783605733997
still,0.0004567307692307398,0.0007525165209857409,-0.22373210688846995
there,0.0009134615384614796,0.8258423078280639,0.6493783652974792
vice,0.0004567307692307398,-0.5610346192905646,-0.44463581144387054
quite,0.0004567307692307398,0.8870013152400109,0.4626827988386345
right,0.0013701923076922203,-0.3130288069599436,-0.3006642660071409
kind,0.0009134615384614796,0.6836319134430362,0.4615040629923147
pest,0.0004326923076922798,0.06460791972383154,-0.04077262392507288
city,0.0009134615384614796,-0.1555000397827207,-0.3971013622327751
feels,0.0004567307692307398,0.40666073881193787,-0.25827792597959254
happy,0.0009134615384614796,1.419387569801946,0.5396924921979172
court,0.0004567307692307398,0.1742820133778526,0.5398335222353258
among,0.0004567307692307398,-0.47747183684081607,-0.49460939399156356
mind,0.0004567307692307398,0.6288255563043468,0.36590968655344985
eyes,0.0018269230769230548,0.49451722969540174,-0.4405495074638287
story,0.0004567307692307398,0.5374024607852552,0.49600498247879254
may,0.0004567307692307398,-0.10943177496738654,-0.35242823499820514
hand,0.0004567307692307398,-0.21580927114270568,-0.6863374743572832
arm,0.0009134615384614796,0.06499828965874559,-0.321420362692632
stupid,0.005480769230769162,-0.7026827513163801,-1.0751643716162702
soon,0.0009134615384614796,0.07437102631478926,-0.16260298729892259
said,0.006850961538461478,-0.4092222145396721,0.15099247981476138
around,0.0018269230769230548,0.14431056577077375,-0.2409386060486784
books,0.0004567307692307398,-0.17269675856356653,-0.5918621758878746
realize,0.0004567307692307398,0.6439636103849413,0.14831029700657988
dressed,0.0004567307692307398,1.9698897581174806,0.9280528539103992
understand,0.0018269230769230548,-0.5045739964719379,-0.8584583394587113
why,0.0013701923076922203,0.1850299385820937,-0.1959976432676098
that,0.006394230769230742,0.2081582199198322,0.10011634045306853
girl,0.0018269230769230548,3.6243334244238334,2.6567117708431507
care,0.0009134615384614796,0.9446859556526279,-0.027702206821821108
looked,0.0022836538461537955,0.580961040541857,-0.1277330789241058
need,0.0004567307692307398,-0.12713910766446107,-0.5266934484413386
spoke,0.0009134615384614796,-0.4524505778893266,-0.9201590736234309
his,0.0013701923076922203,-3.119404520992149,-2.5559880920514524
shoulder,0.0004567307692307398,0.32310012025214996,-0.011452241665719187
continued,0.0004567307692307398,-0.548713212448922,-0.8589321124248391
work,0.0004567307692307398,-0.10763848993771226,-0.45845968100041157
quietly,0.0004567307692307398,0.020092837416667834,-0.500872161015861
lost,0.0004567307692307398,-0.5392304966040377,-0.40874953285328175
rush,0.0009134615384614796,0.10420427431610987,-0.17276400035313264
friend,0.0004567307692307398,-0.4381488310714804,-1.018526463619635
rest,0.0004567307692307398,-0.5519275337906587,-0.6535426775083665
either,0.0004567307692307398,0.308111834727424,-0.013471826051173422
help,0.0013701923076922203,-0.11282512417784318,-0.4439667482214035
listen,0.0013701923076922203,-0.6988403525918084,-1.4106559841242885
rich,0.0004567307692307398,-0.2614941371626092,-0.4145648517517711
looks,0.0009134615384614796,0.4009051733164225,-0.14423494667928918
animal,0.0004567307692307398,-0.04799088395203964,-0.23743958535689297
three,0.0004567307692307398,-0.27333192932439265,-0.2817227227304027
american,0.0009134615384614796,-0.1250476322762451,-0.16951343159978985
here,0.0004567307692307398,0.39059133170143895,-0.004435532737340353
fix,0.0004567307692307398,0.25093042470420385,-0.4994447991705493
let,0.0018269230769230548,-0.3894984908377201,-0.9660038455693648
information,0.0004567307692307398,-0.022824025164254632,-0.17895746964038672
weak,0.0009134615384614796,-0.8997528879865746,-1.2052462803846933
high,0.0004567307692307398,0.3993103479396324,-0.05301389878328879
face,0.0018269230769230548,0.1628981059536456,-0.40097883367007797
guilty,0.0009134615384614796,-0.19486969893047518,-0.11873421308229817
added,0.0004567307692307398,-0.5968158749455308,-0.7325016372574302
means,0.0013701923076922203,-0.4312437137710902,-0.5094947032070564
suddenly,0.0004567307692307398,0.6170039819558997,0.5124055690634859
first,0.0013701923076922203,0.2990404483603662,0.3076600419810681
get,0.003197115384615371,-0.03040414363237385,-0.38927886965564007
earth,0.0004567307692307398,-0.2796766996276404,-0.24408585549866862
coming,0.0009134615384614796,0.026745957358315735,-0.5062894248488623
principle,0.0004567307692307398,-1.3351544542548894,-0.9705483842494468
says,0.0027403846153845344,-0.38607387245775004,-0.3864093521017518
guess,0.0004567307692307398,1.1502282168153266,0.41609426153580287
attorney,0.0004567307692307398,-0.46344851424316974,-0.26509083954201956
long,0.0009134615384614796,0.44236086803591157,0.27305108877698003
ugly,0.0004567307692307398,0.9207156848121316,0.5945740434726664
how,0.0013701923076922203,0.3482394834021432,-0.2061355733202091
sure,0.0004567307692307398,0.6190596561164018,0.38610092667145035
small,0.0009134615384614796,0.6121711419744678,0.17829750656324447
skin,0.0004567307692307398,1.9190259491443,1.0590131176243793
entered,0.0004567307692307398,0.12334867700948152,-0.5197666145215054
put,0.0004567307692307398,-0.02994277714409409,-0.39269079811730856
perhaps,0.0004567307692307398,-0.06401644005163142,-0.325123702364288
house,0.0013701923076922203,0.4036868715860309,0.12981329958110305
actually,0.0004567307692307398,0.28440149786496194,0.10122691979414422
second,0.0004567307692307398,-0.1556853700208774,-0.23533103924017523
necessary,0.0004567307692307398,-1.0857307756642294,-1.0087831505926514
fallen,0.0004567307692307398,-0.4621649377423303,-0.9716516612984295
cause,0.0004567307692307398,-0.14297511449870576,-0.5830164188276694
turning,0.0004567307692307398,0.3742877631837321,-0.349784638862569
besides,0.0004567307692307398,-0.2469468094240595,-0.5200267899798917
mere,0.0004567307692307398,-0.356424701837063,-0.32122156422381243
lawyer,0.0018269230769230548,-0.2284700266992658,-0.373254287679677
gone,0.0013701923076922203,-0.03462312462738491,-0.3708789081653297
ought,0.0004567307692307398,0.08621187426313923,-0.15248600468072146
caught,0.0004567307692307398,0.4575343859865031,0.06005424044057994
found,0.0004567307692307398,0.3262654231794594,-0.31114915102564156
liked,0.0004567307692307398,0.7289794139105868,-0.10068416384265197
plague,0.0004567307692307398,-0.6000807205499813,-0.8547036045753492
boy,0.0009134615384614796,-0.37164628149316037,-0.7509919435825134
chance,0.0004567307692307398,0.14229396106329212,-0.12375724222120685
run,0.0004567307692307398,-0.5357183459877991,-0.5876162349424073
mean,0.0004567307692307398,0.5628763541643351,-0.12691062582141793
dry,0.0004567307692307398,0.7310337781664125,-0.2343321281769266
goes,0.0013701923076922203,-0.24698663773441093,-1.1385380522280766
everywhere,0.0009134615384614796,-0.051140017922368206,-0.4165917840982537
then,0.0004567307692307398,0.1538079286172624,-0.09812541947489706
anger,0.0004567307692307398,-0.3855928339822827,-0.9170972066583944
seems,0.0004567307692307398,-0.29389728312599156,-0.6581721256933031
victims,0.0004567307692307398,1.0994226550376545,0.6931745445391013
